n,time,stdv
2,6.834665934244792e-06,3.641903952722422e-07
4,3.2901763916015625e-05,0.0
8,0.00030676523844401043,1.1148033971782345e-05
16,0.0019307931264241536,0.0003510579253424362
32,0.012613932291666666,0.000743853370751408
64,0.09540144602457683,0.0014921565454693983
128,0.7225639820098877,0.0010955547480111221
256,5.7674440542856855,0.01779539493253045
