n,time,stdv
2,5.8015187581380206e-06,4.963078497567494e-07
4,0.00011086463928222656,3.520288872499636e-05
8,0.0003127257029215495,2.6153695856578084e-06
16,0.0016911824544270833,0.00016848019457436184
32,0.012526353200276693,0.0002377711485961097
64,0.09472099939982097,5.8587131285780824e-05
128,0.7259431680043539,0.003149565788378919
256,5.8359363079071045,0.032117041878107724
