n,time,stdv
2,9.139378865559896e-06,4.145559106109929e-06
4,3.647804260253906e-05,2.384185791015625e-07
8,0.0002999305725097656,1.7147915493346703e-05
16,0.0019125938415527344,0.0004276740881931483
32,0.014431397120157877,0.0002937026920393055
64,0.10586865743001302,0.0018901304280487439
128,0.8085888226826986,0.007439260184723722
256,6.537513176600139,0.05919515362297637
