n,time,stdv
2,5.141894022623698e-05,2.444730360814506e-05
4,0.00032019615173339844,2.643867473477739e-05
8,0.002757390340169271,0.0002734153177128745
16,0.021215518315633137,0.0008335629537425713
32,0.15387837092081705,0.0023779757846010916
64,1.2160248756408691,0.01963368303045762
128,9.715027093887329,0.030801194963739755
256,77.39971319834392,0.06160751095863359
