n,time,stdv
2,0.00011372566223144531,1.3646209737066445e-05
4,0.00022101402282714844,7.4940841891773756e-06
8,0.0006923675537109375,6.823104868533223e-06
16,0.008095900217692057,0.000688926948709933
32,0.04073373476664225,6.920480012618204e-05
64,0.2812294165293376,0.0014424729998316727
128,2.114794969558716,0.034822948443802106
256,16.686060587565105,0.1373907146357394
