n,time,stdv
2,4.784266153971354e-05,2.402276703631807e-05
4,0.00042287508646647137,3.735215951355368e-05
8,0.002388477325439453,0.0003786581707355048
16,0.019572099049886067,0.0005369177049534967
32,0.14067713419596353,0.0012181384633508639
64,1.0844776630401611,0.0029878268177452624
128,8.562554359436035,0.010659329446612017
256,68.82778851191203,0.29361474497184653
