n,time,stdv
2,7.16845194498698e-05,3.8635826988575065e-05
4,0.0003497600555419922,4.978326086478496e-06
8,0.002422809600830078,0.00018190587629505657
16,0.01929624875386556,0.0010861842408298582
32,0.14228049914042154,0.004340662875109042
64,1.0817374388376872,0.003013401276332854
128,8.801216046015421,0.0076527731238785245
256,70.83736824989319,0.09613515905554172
