n,time,stdv
2,4.824002583821615e-05,9.926156995134988e-07
4,0.00040658315022786457,5.56901775975977e-05
8,0.003202199935913086,0.00017833948771256588
16,0.02073836326599121,0.0013210216457807727
32,0.13998921712239584,0.001395402134414431
64,0.9449919064839681,0.00039829750945907723
128,6.721660693486531,0.005490379951125638
256,46.682395219802856,0.01974554124296226
