n,time,stdv
2,6.357828776041667e-06,3.641903952722422e-07
4,7.263819376627605e-05,3.779166371945126e-05
8,0.00027672449747721356,1.740673347685871e-05
16,0.001781463623046875,0.00015512477247880957
32,0.013023932774861654,0.0003113044026147986
64,0.09729417165120442,0.0008575994282476445
128,0.7724418640136719,0.02838363185926641
256,5.945595105489095,0.008985033504105835
