n,time,stdv
2,0.00011436144510904948,2.4267607364638523e-05
4,0.0002810955047607422,9.264517728574201e-05
8,0.0007169246673583984,6.748888402158406e-05
16,0.008696317672729492,0.0001414405033590234
32,0.04453746477762858,0.00043207500870714457
64,0.30455875396728516,0.0003355853932599352
128,2.316262404123942,0.003940960558720401
256,18.219651301701862,0.013748981113855105
