n,time,stdv
2,6.7551930745442706e-06,3.641903952722422e-07
4,3.735224405924479e-05,3.641903952722422e-07
8,0.0003312428792317708,8.036981500051177e-06
16,0.0019063949584960938,0.00016702425427984286
32,0.012821038564046225,0.0005661847602108689
64,0.09044949213663737,0.00042531905463675867
128,0.6118917465209961,0.00024096830268019063
256,4.262170314788818,0.003451533167957918
