n,time(s),stdv
0,50.29196310043335,0.017153585853466335
2,12.671518166859945,0.02042028335412942
4,4.8026069800059,0.011825484831078065
8,3.826228459676107,0.010633947967657691
16,3.8621721267700195,0.01451848598817571
32,4.313386837641398,0.019903083169406127
64,4.935135364532471,0.02823878097907681
128,5.584179560343425,0.021938474359397227
