n,time,stdv
2,6.9141387939453125e-06,4.1295309247228556e-07
4,5.666414896647135e-05,4.116387276032362e-05
8,0.00032456715901692707,5.422978947026302e-05
16,0.0024607976277669272,0.00036463035766971715
32,0.015746355056762695,0.0007974719065463151
64,0.10518368085225423,0.0030934825736736123
128,0.7178591887156168,0.0041064014564334275
256,4.992159605026245,0.013586918732391299
