n,time,stdv
2,6.67572021484375e-06,2.384185791015625e-07
4,4.871686299641927e-05,2.4424041134333324e-05
8,0.0002803802490234375,4.194473336619115e-05
16,0.002053499221801758,0.00012685011152546626
32,0.01303863525390625,0.0007557504551884157
64,0.08307790756225586,0.002283312924007979
128,0.5819670359293619,0.006880984870763253
256,4.025753815968831,0.05155920085449886
