n,time,stdv
2,7.788340250651041e-06,1.376510308240952e-07
4,6.000200907389323e-05,4.838800854223047e-05
8,0.0002700487772623698,4.634916863757044e-05
16,0.001798868179321289,0.00016728780235561667
32,0.013382514317830404,0.0004010076706132568
64,0.09302202860514323,0.0018819914579151487
128,0.6495899359385172,0.013456684106604475
256,4.473925669987996,0.05337217808025051
