n,time,stdv
2,6.357828776041667e-06,1.376510308240952e-07
4,6.651878356933594e-05,2.6868409322702036e-06
8,0.0005468527475992838,3.6496996889766164e-06
16,0.004583279291788737,0.0001371719976119557
32,0.03605151176452637,0.001075425342639158
64,0.26731101671854657,0.005488173654377898
128,2.16599440574646,0.01466931498939627
256,17.324100494384766,0.026585776868985292
