n,time,stdv
2,6.357828776041667e-06,1.376510308240952e-07
4,4.776318868001302e-05,2.28513149175637e-05
8,0.0002907117207845052,3.990669330589399e-05
16,0.002081791559855143,0.00017474135576287504
32,0.01503149668375651,0.0004476682202512904
64,0.1135558287302653,0.002218698962372138
128,0.8810622692108154,0.024337103907110618
256,6.964108149210612,0.06103443356936123
