n,time,stdv
2,6.620089213053386e-05,4.571009182744011e-05
4,0.0004054705301920573,7.240797499594954e-05
8,0.002835353215535482,0.0003422788582584401
16,0.021041711171468098,0.0009790685682021444
32,0.16316739718119302,0.0009330459334608161
64,1.2956651051839192,0.009740687429620202
128,10.11107341448466,0.018755106869271187
256,83.73124194145203,0.8431349225116855
