s,time,stdv
2,35.286822160085045,0.26362660264967586
4,25.40619484583537,0.004773654707137348
8,22.45770772298177,0.027358668242151763
16,21.00698184967041,0.028258710075108395
32,21.064732948939007,0.05217669856566512
64,21.161859114964802,0.0759805836047138
128,21.150426387786865,0.08249555115258055
